Date,Open,High,Low,Close,Adj Close,Volume
2002-12-01,14.400000,16.600000,14.310000,15.410000,11.926852,70759000
2003-01-01,15.310000,17.430000,14.860000,16.450001,12.824222,65652300
2003-02-01,16.549999,17.219999,15.550000,16.120001,12.566956,53364900
2003-03-01,16.020000,16.020000,14.100000,15.560000,12.130385,48808300
2003-04-01,15.570000,15.900000,14.610000,14.950000,11.654842,42246800
2003-05-01,15.120000,18.700001,15.120000,17.480000,13.627195,53034400
2003-06-01,17.340000,18.969999,17.250000,17.900000,14.040856,42074200
2003-07-01,18.000000,18.730000,16.670000,17.120001,13.429026,53356300
2003-08-01,17.000000,20.799999,16.900000,20.209999,15.852839,52316000
2003-09-01,20.209999,21.139999,18.650000,18.830000,14.770362,56907300
2003-10-01,18.809999,19.889999,18.350000,19.469999,15.272377,49263300
2003-11-01,19.469999,22.639999,18.910000,22.340000,17.523623,49399200
2003-12-01,22.450001,23.150000,20.770000,22.709999,17.993917,57166900
2004-01-01,22.790001,23.700001,19.150000,19.700001,15.609002,58242200
2004-02-01,19.600000,21.500000,19.000000,20.450001,16.203243,45815700
2004-03-01,20.600000,23.889999,19.680000,23.780001,18.841719,64128000
2004-04-01,23.770000,24.160000,19.020000,19.230000,15.236588,57879700
2004-05-01,19.000000,21.240000,18.040001,20.670000,16.377548,46581100
2004-06-01,20.889999,20.980000,18.639999,19.750000,15.817286,34892600
2004-07-01,19.850000,21.049999,18.440001,19.120001,15.312736,30794100
2004-08-01,19.120001,20.459999,18.139999,20.000000,16.017502,29332800
2004-09-01,20.000000,21.150000,19.209999,21.040001,16.850412,32255200
2004-10-01,21.049999,22.620001,20.170000,22.510000,18.027695,41589900
2004-11-01,22.490000,25.520000,21.059999,24.590000,19.693518,56004500
2004-12-01,24.620001,25.000000,22.379999,24.219999,19.484247,43255600
2005-01-01,23.969999,23.969999,21.719999,21.860001,17.585695,34830500
2005-02-01,21.809999,25.299999,21.270000,24.900000,20.031292,35865100
2005-03-01,24.700001,26.320000,23.510000,23.959999,19.275087,37345100
2005-04-01,23.959999,24.500000,21.510000,22.320000,17.955755,41709600
2005-05-01,22.290001,23.340000,21.070000,22.990000,18.494749,33727900
2005-06-01,22.870001,25.900000,22.440001,25.030001,20.335339,40648500
2005-07-01,25.250000,25.370001,23.350000,24.500000,19.904755,31392700
2005-08-01,24.750000,27.969999,24.459999,26.219999,21.302145,50187600
2005-09-01,26.690001,29.959999,26.600000,29.049999,23.601337,64159800
2005-10-01,28.959999,29.120001,24.680000,25.250000,20.514076,64129900
2005-11-01,25.100000,27.959999,24.580000,26.610001,21.618994,74888100
2005-12-01,26.879999,28.639999,26.309999,27.870001,22.733833,82078700
2006-01-01,28.139999,32.139999,28.129999,31.459999,25.662228,125029400
2006-02-01,31.520000,31.530001,27.090000,27.370001,22.325985,88354800
2006-03-01,27.500000,28.450001,25.100000,27.240000,22.219940,101457500
2006-04-01,27.610001,31.180000,27.459999,30.480000,24.862837,95228400
2006-05-01,30.950001,36.029999,29.320000,30.610001,24.968885,151666900
2006-06-01,30.049999,31.100000,26.700001,29.600000,24.317842,103368600
2006-07-01,30.200001,31.000000,27.610001,30.799999,25.303690,77203800
2006-08-01,30.700001,34.099998,30.469999,33.480000,27.505451,93605100
2006-09-01,33.330002,34.470001,27.920000,30.719999,25.237982,102093500
2006-10-01,30.879999,31.330000,27.629999,31.000000,25.468018,101649000
2006-11-01,31.200001,31.639999,28.080000,31.440001,25.829487,117114900
2006-12-01,31.379999,31.559999,29.570000,30.700001,25.315153,77093600
2007-01-01,30.990000,31.090000,28.090000,29.620001,24.424583,103533100
2007-02-01,30.049999,32.560001,29.450001,29.870001,24.630737,102883700
2007-03-01,29.600000,29.840000,26.940001,28.549999,23.542259,127496400
2007-04-01,28.469999,29.920000,28.059999,28.110001,23.179449,98426700
2007-05-01,28.090000,31.480000,27.709999,29.129999,24.020529,134317800
2007-06-01,29.379999,29.760000,27.790001,29.070000,24.096115,132158900
2007-07-01,29.299999,34.900002,29.160000,32.900002,27.270803,145541600
2007-08-01,32.570000,35.000000,28.889999,32.520000,26.955820,140526900
2007-09-01,32.889999,41.130001,32.520000,40.279999,33.388096,157109900
2007-10-01,40.500000,44.799999,38.810001,44.130001,36.579350,176139000
2007-11-01,43.029999,47.720001,38.599998,40.509998,33.578739,171754300
2007-12-01,40.389999,43.410000,37.049999,42.049999,34.982540,117225300
2008-01-01,42.950001,54.000000,42.930000,51.439999,42.794346,329188800
2008-02-01,52.000000,53.520000,47.180000,51.950001,43.218620,195997700
2008-03-01,52.779999,54.740002,41.540001,43.450001,36.147259,205564100
2008-04-01,42.150002,46.259998,37.279999,38.619999,32.129036,192899800
2008-05-01,37.599998,43.869999,37.000000,40.290001,33.518356,199158800
2008-06-01,40.139999,45.980000,37.799999,45.500000,38.039204,168988100
2008-07-01,46.419998,52.480000,39.060001,42.349998,35.405720,225878300
2008-08-01,42.270000,43.660000,31.719999,34.730000,29.035196,235621900
2008-09-01,32.950001,39.590000,26.020000,36.740002,30.715603,436652800
2008-10-01,36.709999,39.230000,17.270000,22.740000,19.011240,472261300
2008-11-01,23.370001,29.700001,19.110001,29.459999,24.629335,276291400
2008-12-01,27.620001,37.840000,22.660000,36.770000,31.185822,301842800
2009-01-01,35.970001,40.900002,30.790001,37.490002,31.796471,338801400
2009-02-01,36.330002,39.630001,29.379999,30.200001,25.613592,304486200
2009-03-01,30.680000,34.240002,25.540001,32.419998,27.496437,344046300
2009-04-01,33.070000,34.040001,27.090000,29.100000,24.680649,230369900
2009-05-01,29.000000,38.959999,28.770000,38.080002,32.296875,203124300
2009-06-01,38.549999,38.630001,31.620001,33.549999,28.609478,201174200
2009-07-01,34.220001,36.029999,30.670000,34.900002,29.760677,145352700
2009-08-01,35.680000,36.709999,32.169998,34.700001,29.590137,138632300
2009-09-01,34.910000,42.099998,34.419998,37.900002,32.318916,389168900
2009-10-01,38.099998,40.509998,34.500000,35.930000,30.639002,315497600
2009-11-01,36.860001,45.820000,35.500000,42.689999,36.403530,276703100
2009-12-01,44.119999,48.020000,38.130001,39.380001,33.891174,338511900
2010-01-01,40.700001,42.639999,34.630001,34.820000,29.966747,245181900
2010-02-01,35.189999,40.000000,33.650002,37.660000,32.410912,243781100
2010-03-01,38.099998,40.799999,36.689999,38.340000,32.996124,231723800
2010-04-01,38.950001,44.369999,38.139999,43.549999,37.479942,207884200
2010-05-01,43.950001,47.209999,39.950001,42.080002,36.214851,272184700
2010-06-01,42.509998,47.250000,41.130001,45.410000,39.454861,220060800
2010-07-01,45.080002,45.340000,39.669998,41.099998,35.710079,195790100
2010-08-01,41.770000,47.500000,40.660000,46.759998,40.627823,150699600
2010-09-01,47.320000,47.560001,43.830002,46.290001,40.324360,186087300
2010-10-01,46.849998,49.660000,44.860001,48.090000,41.892395,193642700
2010-11-01,48.459999,53.439999,47.630001,51.650002,44.993591,201769300
2010-12-01,52.090000,55.720001,50.650002,53.180000,46.435715,141232400
2011-01-01,53.919998,53.930000,45.599998,47.509998,41.484776,226710000
2011-02-01,48.240002,53.009998,47.099998,52.820000,46.121380,170748700
2011-03-01,53.480000,54.259998,47.900002,51.910000,45.430546,169842400
2011-04-01,51.700001,55.740002,49.560001,51.009998,44.642887,204126300
2011-05-01,50.930000,51.000000,44.250000,47.759998,41.798557,207325300
2011-06-01,48.000000,48.220001,42.500000,45.290001,39.839420,159677800
2011-07-01,45.099998,51.000000,44.250000,47.570000,41.845028,157699300
2011-08-01,48.090000,52.779999,44.590000,50.750000,44.642319,251113400
2011-09-01,50.709999,55.950001,45.150002,46.650002,41.132465,197781100
2011-10-01,47.240002,50.990002,42.889999,49.500000,43.645386,163029000
2011-11-01,47.720001,53.259998,47.189999,52.880001,46.625622,134697900
2011-12-01,52.549999,53.139999,43.720001,45.250000,40.024212,144398700
2012-01-01,46.270000,50.230000,45.200001,49.259998,43.571106,149235800
2012-02-01,49.939999,50.389999,45.889999,47.730000,42.217800,137091600
2012-03-01,47.880001,48.590000,42.200001,43.480000,38.577045,183833800
2012-04-01,43.680000,44.500000,38.459999,40.430000,35.870972,151262000
2012-05-01,40.580002,40.759998,34.820000,39.060001,34.655479,204916400
2012-06-01,40.200001,43.299999,35.549999,37.570000,33.500988,226200100
2012-07-01,37.630001,39.000000,31.000000,32.880001,29.318945,190949700
2012-08-01,32.799999,38.680000,31.480000,38.520000,34.348103,171308700
2012-09-01,38.680000,43.189999,37.250000,41.759998,37.435642,172366100
2012-10-01,42.209999,42.540001,38.240002,40.500000,36.306099,135980200
2012-11-01,37.490002,38.000000,32.869999,34.529999,30.954325,179124300
2012-12-01,34.619999,35.529999,32.810001,35.009998,31.567398,138964600
2013-01-01,35.919998,36.080002,31.809999,31.920000,28.781244,174950100
2013-02-01,32.270000,33.360001,30.139999,30.240000,27.266451,201710900
2013-03-01,30.410000,30.459999,28.309999,29.400000,26.681236,195145600
2013-04-01,29.320000,29.389999,17.510000,19.709999,17.887320,583846400
2013-05-01,19.219999,21.700001,18.469999,21.120001,19.166931,418726200
2013-06-01,21.309999,21.680000,14.670000,15.740000,14.435204,369825200
2013-07-01,15.890000,18.150000,13.430000,16.969999,15.563239,421478600
2013-08-01,17.340000,21.200001,15.530000,19.150000,17.562525,400208100
2013-09-01,19.440001,20.389999,17.389999,18.620001,17.119862,336319400
2013-10-01,18.170000,20.620001,17.129999,19.389999,17.827835,321165100
2013-11-01,18.160000,18.459999,15.900000,16.490000,15.161475,438697000
2013-12-01,16.250000,17.650000,15.260000,17.629999,16.309538,341196700
2014-01-01,17.959999,19.950001,17.580000,19.280001,17.835957,304438500
2014-02-01,19.480000,21.450001,18.340000,20.379999,18.853563,273431000
2014-03-01,20.940001,21.100000,17.719999,17.830000,16.533772,241822800
2014-04-01,17.930000,19.219999,17.170000,17.469999,16.199949,241636600
2014-05-01,17.280001,17.650000,15.470000,16.110001,14.938816,183447200
2014-06-01,16.070000,18.340000,15.690000,18.299999,17.023005,184051900
2014-07-01,18.299999,19.490000,18.020000,18.080000,16.818352,227741400
2014-08-01,18.270000,19.360001,17.750000,18.389999,17.106720,144027500
2014-09-01,18.040001,18.129999,14.550000,14.660000,13.674471,218945300
2014-10-01,14.760000,15.030000,11.330000,11.870000,11.072028,325784600
2014-11-01,11.820000,13.330000,10.900000,11.890000,11.090686,327294000
2014-12-01,12.210000,12.520000,10.040000,10.750000,10.106506,411278400
2015-01-01,10.540000,13.250000,10.150000,12.780000,12.014993,477189900
2015-02-01,12.520000,13.240000,11.880000,13.020000,12.240630,280878800
2015-03-01,13.040000,13.110000,10.290000,10.960000,10.345054,317815300
2015-04-01,11.070000,13.700000,11.060000,13.020000,12.289474,272362300
2015-05-01,12.850000,13.610000,11.530000,11.860000,11.194554,210441200
2015-06-01,11.940000,12.170000,10.560000,10.660000,10.105036,240976700
2015-07-01,10.630000,11.000000,6.790000,7.060000,6.692452,481493100
2015-08-01,7.020000,8.520000,6.510000,6.950000,6.588177,518937300
2015-09-01,7.030000,7.180000,5.910000,6.360000,6.047361,418116800
2015-10-01,6.410000,8.330000,6.130000,7.690000,7.311981,448033100
2015-11-01,7.610000,8.000000,6.900000,7.340000,6.979186,297695900
2015-12-01,7.380000,8.100000,6.940000,7.380000,7.055409,325166100
2016-01-01,7.690000,9.950000,7.390000,9.910000,9.474132,484186200
2016-02-01,10.030000,14.450000,9.650000,13.890000,13.279081,519944100
2016-03-01,14.000000,15.520000,12.640000,13.580000,13.002008,487197000
2016-04-01,13.210000,19.400000,13.040000,19.370001,18.545572,394599000
2016-05-01,19.459999,19.730000,16.240000,16.770000,16.056238,407542500
2016-06-01,16.990000,21.430000,16.629999,21.350000,20.488911,443279200
2016-07-01,21.830000,23.469999,19.530001,21.860001,20.978338,401566800
2016-08-01,21.840000,22.940001,16.750000,17.010000,16.323948,347292000
2016-09-01,16.879999,19.190001,16.760000,17.719999,17.023996,332828600
2016-10-01,17.700001,17.940001,15.300000,17.590000,16.899103,339539100
2016-11-01,17.990000,18.950001,13.950000,15.020000,14.430049,426785300
2016-12-01,14.950000,16.840000,13.810000,15.980000,15.373175,394366500
2017-01-01,16.000000,18.600000,15.870000,18.440001,17.739759,374387000
2017-02-01,18.160000,20.780001,18.020000,18.580000,17.874443,310776500
2017-03-01,18.240000,19.770000,17.350000,18.990000,18.296749,307158200
2017-04-01,18.990000,20.360001,16.570000,16.719999,16.109617,286151400
2017-05-01,16.590000,17.379999,15.860000,16.540001,15.936186,280674600
2017-06-01,16.309999,17.040001,15.510000,15.910000,15.385650,239565800
2017-07-01,15.580000,17.120001,15.250000,16.910000,16.352694,231566200
2017-08-01,16.790001,18.090000,16.340000,17.990000,17.397100,224366300
2017-09-01,18.160000,18.350000,16.059999,16.090000,15.586180,180024600
2017-10-01,16.030001,16.840000,14.410000,14.450000,13.997532,201306200
2017-11-01,14.520000,14.560000,13.460000,13.780000,13.348512,198546500
2017-12-01,13.770000,14.680000,13.280000,14.470000,14.046644,198277100
2018-01-01,14.650000,15.520000,14.150000,14.380000,13.959280,249857800
2018-02-01,14.270000,14.520000,11.510000,11.520000,11.182956,287999700
2018-03-01,11.430000,12.790000,11.070000,12.450000,12.115486,293429700
2018-04-01,12.570000,13.800000,12.340000,13.470000,13.108082,221200400
2018-05-01,13.440000,13.670000,12.970000,13.190000,12.835605,169624600
2018-06-01,13.150000,13.250000,12.570000,13.130000,12.806039,178561100
2018-07-01,13.030000,13.590000,10.930000,11.190000,10.913904,239225600
2018-08-01,11.140000,11.290000,9.720000,10.420000,10.162904,308252000
2018-09-01,10.170000,11.640000,9.530000,11.080000,10.837233,335719400
2018-10-01,11.080000,14.100000,11.060000,12.550000,12.275024,515093400
2018-11-01,12.820000,13.550000,12.280000,12.750000,12.470642,283252400
2018-12-01,12.950000,14.180000,12.690000,13.540000,13.273848,424482700
2019-01-01,13.640000,13.690000,11.520000,13.390000,13.194460,318812400
2019-02-01,13.360000,14.040000,12.220000,12.640000,12.455412,322746200
2019-03-01,12.440000,14.540000,12.180000,13.710000,13.509786,339062100
2019-04-01,13.710000,13.960000,12.620000,12.720000,12.534245,226097900
2019-05-01,12.700000,13.010000,11.650000,12.420000,12.238625,274805800
2019-06-01,12.590000,16.450001,12.570000,15.770000,15.592786,381242500
2019-07-01,15.200000,17.500000,14.850000,16.260000,16.077280,354793300
2019-08-01,15.850000,20.070000,15.830000,19.379999,19.162218,389529400
2019-09-01,19.600000,19.889999,16.930000,17.330000,17.169697,363424500
2019-10-01,17.160000,18.209999,16.430000,17.360001,17.199419,276924300
2019-11-01,17.219999,17.320000,16.070000,16.799999,16.644598,217504800
2019-12-01,16.760000,18.830000,16.730000,18.590000,18.528297,219232600
